,comm_id,leg_id
1198,HSIF,R000599
1199,HSIF,P000608
1200,HSIF,D000624
1201,HSIF,V000131
1202,HSIF,K000382
1203,HSIF,K000385
1204,HSIF,B001300
1205,HSIF,M001200
1206,HSIF,B001303
1207,HSIF,S001200
1208,HSIF,O000171
1209,HSIF02,G000558
1210,HSIF02,B001248
1211,HSIF02,M001180
1212,HSIF02,G000568
1213,HSIF02,B001284
1214,HSIF02,M001190
1215,HSIF02,D000615
1216,HSIF02,W000791
1217,HSIF02,D000197
1218,HSIF02,S001145
1219,HSIF02,K000379
1220,HSIF02,R000599
1221,HSIF02,K000382
1222,HSIF02,C001066
1223,HSIF02,S001168
1224,HSIF02,T000469
1225,HSIF02,C001067
1226,HSIF02,P000608
1227,HSIF02,P000034
1228,HSIF03,U000031
1229,HSIF03,L000566
1230,HSIF03,M001159
1231,HSIF03,O000168
1232,HSIF03,M001180
1233,HSIF03,K000378
1234,HSIF03,G000568
1235,HSIF03,J000292
1236,HSIF03,B001275
1237,HSIF03,F000461
1238,HSIF03,H001067
1239,HSIF03,W000798
1240,HSIF03,D000615
1241,HSIF03,W000791
1242,HSIF03,R000515
1243,HSIF03,P000608
1244,HSIF03,D000482
1245,HSIF03,S001168
1246,HSIF03,M001166
1247,HSIF03,T000469
1248,HSIF03,L000565
1249,HSIF03,B001251
1250,HSIF03,W000800
1251,HSIF03,S001180
1252,HSIF03,K000379
1253,HSIF03,V000131
1254,HSIF03,K000382
1255,HSIF03,K000385
1256,HSIF03,B001300
1257,HSIF03,M001200
1258,HSIF03,O000171
1259,HSIF03,B001303
1260,HSIF03,P000034
1261,HSIF14,B001248
1262,HSIF14,U000031
1263,HSIF14,S000364
1264,HSIF14,G000558
1265,HSIF14,G000568
1266,HSIF14,B001257
1267,HSIF14,L000576
1268,HSIF14,B001275
1269,HSIF14,B001284
1270,HSIF14,M001190
1271,HSIF14,H001067
1272,HSIF14,C001103
1273,HSIF14,G000584
1274,HSIF14,W000791
1275,HSIF14,E000215
1276,HSIF14,E000179
1277,HSIF14,B001251
1278,HSIF14,M001163
1279,HSIF14,C001066
1280,HSIF14,S001168
1281,HSIF14,L000570
1282,HSIF14,S001180
1283,HSIF14,K000379
1284,HSIF14,C001097
1285,HSIF14,W000800
1286,HSIF14,R000599
1287,HSIF14,D000624
1288,HSIF14,K000382
1289,HSIF14,K000385
1290,HSIF14,B001300
1291,HSIF14,B001303
1292,HSIF14,R000515
1293,HSIF14,P000034
1294,HSIF16,L000566
1295,HSIF16,S000364
1296,HSIF16,S001176
1297,HSIF16,O000168
1298,HSIF16,K000378
1299,HSIF16,B001257
1300,HSIF16,J000292
1301,HSIF16,L000576
1302,HSIF16,F000461
1303,HSIF16,B001284
1304,HSIF16,W000798
1305,HSIF16,G000584
1306,HSIF16,D000482
1307,HSIF16,M001166
1308,HSIF16,C001067
1309,HSIF16,L000565
1310,HSIF16,V000131
1311,HSIF16,M001200
1312,HSIF16,S001200
1313,HSIF16,O000171
1314,HSIF16,E000215
1315,HSIF16,D000197
1316,HSIF16,B001251
1317,HSIF16,M001163
1318,HSIF16,W000791
1319,HSIF16,W000800
1320,HSIF16,L000570
1321,HSIF16,S001180
1322,HSIF16,C001097
1323,HSIF16,D000624
1324,HSIF16,P000034
1325,HSIF17,M001159
1326,HSIF17,U000031
1327,HSIF17,B001248
1328,HSIF17,L000566
1329,HSIF17,G000558
1330,HSIF17,B001275
1331,HSIF17,H001067
1332,HSIF17,C001103
1333,HSIF17,G000584
1334,HSIF17,W000791
1335,HSIF17,S001145
1336,HSIF17,C001066
1337,HSIF17,V000131
1338,HSIF17,K000385
1339,HSIF17,O000171
1340,HSIF17,L000570
1341,HSIF17,C001097
1342,HSIF17,B001303
1343,HSIF17,S001200
1344,HSIF17,R000515
1345,HSIF17,M001163
1346,HSIF17,M001166
1347,HSIF17,D000624
1348,HSIF17,P000034
1349,HSIF18,S000364
1350,HSIF18,M001159
1351,HSIF18,M001180
1352,HSIF18,J000292
1353,HSIF18,L000576
1354,HSIF18,F000461
1355,HSIF18,M001190
1356,HSIF18,C001103
1357,HSIF18,D000615
1358,HSIF18,W000791
1359,HSIF18,T000469
1360,HSIF18,C001067
1361,HSIF18,P000608
1362,HSIF18,B001300
1363,HSIF18,M001200
1364,HSIF18,B001303
1365,HSIF18,S001200
1366,HSIF18,D000197
1367,HSIF18,S001145
1368,HSIF18,M001163
1369,HSIF18,M001166
1370,HSIF18,R000599
1371,HSIF18,D000624
1372,HSIF18,P000034
1373,HSII,B001250
1374,HSII,Y000033
1375,HSII,G000552
1376,HSII,L000564
1377,HSII,W000804
1378,HSII,M001177
1379,HSII,G000565
1380,HSII,C001094
1381,HSII,W000821
1382,HSII,G000577
1383,HSII,H001071
1384,HSII,R000600
1385,HSII,W000806
1386,HSII,C001109
1387,HSII,J000299
1388,HSII,G000582
1389,HSII,C001114
1390,HSII,H001082
1391,HSII,F000469
1392,HSII,G000551
1393,HSII,N000179
1394,HSII,C001059
1395,HSII,S001177
1396,HSII,H001068
1397,HSII,L000579
1398,HSII,G000574
1399,HSII,C001124
1400,HSII,N000191
1401,HSII,L000593
1402,HSII,H001080
1403,HSII,V000133
1404,HSII,C001122
1405,HSII,V000081
1406,HSII,D000197
1407,HSII,C001049
1408,HSII,D000624
1409,HSII,B001304
1410,HSII,M001200
1411,HSII,S001200
1412,HSII,C001055
1413,HSII,H001066
1414,HSII,S001204
1415,HSII,C001090
1416,HSII,T000469
1417,HSII06,G000565
1418,HSII06,L000564
1419,HSII06,W000821
1420,HSII06,G000577
1421,HSII06,C001109
1422,HSII06,H001082
1423,HSII06,L000579
1424,HSII06,L000593
1425,HSII06,C001122
1426,HSII06,M001200
1427,HSII06,D000197
1428,HSII06,B001304
1429,HSII06,H001068
1430,HSII06,G000551
1431,HSII06,C001090
1432,HSII06,B001250
1433,HSII10,Y000033
1434,HSII10,G000552
1435,HSII10,M001177
1436,HSII10,C001094
1437,HSII10,W000821
1438,HSII10,H001071
1439,HSII10,W000806
1440,HSII10,C001114
1441,HSII10,F000469
1442,HSII10,B001250
1443,HSII10,H001080
1444,HSII10,N000191
1445,HSII10,D000197
1446,HSII10,D000624
1447,HSII10,H001066
1448,HSII10,H001068
1449,HSII10,G000574
1450,HSII10,L000579
1451,HSII10,C001055
1452,HSII10,G000551
1453,HSII10,T000469
1454,HSII13,M001177
1455,HSII13,L000564
1456,HSII13,W000804
1457,HSII13,G000577
1458,HSII13,H001071
1459,HSII13,R000600
1460,HSII13,W000806
1461,HSII13,J000299
1462,HSII13,G000582
1463,HSII13,F000469
1464,HSII13,B001250
1465,HSII13,H001068
1466,HSII13,N000179
1467,HSII13,C001059
1468,HSII13,S001177
1469,HSII13,V000133
1470,HSII13,V000081
1471,HSII13,B001304
1472,HSII13,C001055
1473,HSII13,L000579
1474,HSII13,C001124
1475,HSII13,N000191
1476,HSII13,L000593
1477,HSII13,C001122
1478,HSII13,G000551
1479,HSII15,G000552
1480,HSII15,G000565
1481,HSII15,J000299
1482,HSII15,G000582
1483,HSII15,B001250
1484,HSII15,C001124
1485,HSII15,D000624
1486,HSII15,M001200
1487,HSII15,S001204
1488,HSII15,G000551
1489,HSII24,C001094
1490,HSII24,Y000033
1491,HSII24,R000600
1492,HSII24,C001114
1493,HSII24,H001082
1494,HSII24,B001250
1495,HSII24,G000574
1496,HSII24,S001200
1497,HSII24,H001080
1498,HSII24,C001055
1499,HSII24,G000551
1500,HSII24,S001204
1501,HSII24,C001090
1502,HSJU,C001093
1503,HSJU,S000244
1504,HSJU,C000266
1505,HSJU,G000552
1506,HSJU,J000289
1507,HSJU,B001297
1508,HSJU,R000601
1509,HSJU,R000591
1510,HSJU,G000578
1511,HSJU,J000299
1512,HSJU,B001302
1513,HSJU,M001177
1514,HSJU,L000589
1515,HSJU,R000610
1516,HSJU,C001118
1517,HSJU,A000377
1518,HSJU,S001214
1519,HSJU,N000002
1520,HSJU,L000397
1521,HSJU,J000032
1522,HSJU,C001068
1523,HSJU,J000288
1524,HSJU,D000610
1525,HSJU,B001270
1526,HSJU,R000588
1527,HSJU,J000294
1528,HSJU,C001084
1529,HSJU,S001193
1530,HSJU,L000582
1531,HSJU,R000606
1532,HSJU,J000298
1533,HSJU,D000627
1534,HSJU,C001110
1535,HSJU,S001205
1536,HSJU,G000587
1537,HSJU,N000191
1538,HSJU,M001208
1539,HSJU,S001211
1540,HSJU,D000631
1541,HSJU,M001207
1542,HSJU,E000299
1543,HSJU01,B001297
1544,HSJU01,B001302
1545,HSJU01,M001177
1546,HSJU01,L000589
1547,HSJU01,A000377
1548,HSJU01,S001214
1549,HSJU01,L000397
1550,HSJU01,J000298
1551,HSJU01,C001110
1552,HSJU01,G000587
1553,HSJU01,N000191
1554,HSJU01,M001207
1555,HSJU01,E000299
1556,HSJU01,J000032
1557,HSJU01,S001205
1558,HSJU03,R000591
1559,HSJU03,C000266
1560,HSJU03,J000289
1561,HSJU03,R000601
1562,HSJU03,G000578
1563,HSJU03,J000299
1564,HSJU03,B001302
1565,HSJU03,R000610
1566,HSJU03,C001118
1567,HSJU03,J000288
1568,HSJU03,D000610
1569,HSJU03,R000588
1570,HSJU03,J000294
1571,HSJU03,L000582
1572,HSJU03,S001211
1573,HSJU03,L000397
1574,HSJU03,C001068
1575,HSJU03,B001270
1576,HSJU03,S001193
1577,HSJU03,C001110
1578,HSJU05,S000244
1579,HSJU05,G000578
1580,HSJU05,B001297
1581,HSJU05,A000377
1582,HSJU05,S001214
1583,HSJU05,C001084
1584,HSJU05,J000288
1585,HSJU05,R000606
1586,HSJU05,J000298
1587,HSJU05,D000627
1588,HSJU05,S001205
1589,HSJU05,N000191
1590,HSJU05,M001208
1591,HSJU08,R000601
1592,HSJU08,S000244
1593,HSJU08,C000266
1594,HSJU08,G000552
1595,HSJU08,M001177
1596,HSJU08,L000589
1597,HSJU08,R000610
1598,HSJU08,C001118
1599,HSJU08,S001214
1600,HSJU08,B001270
1601,HSJU08,J000032
1602,HSJU08,D000627
1603,HSJU08,M001208
1604,HSJU08,D000610
1605,HSJU08,R000588
1606,HSJU08,J000294
1607,HSJU08,C001084
1608,HSJU08,L000582
1609,HSJU08,D000631
1610,HSJU08,M001207
1611,HSJU08,C001068
1612,HSJU10,J000299
1613,HSJU10,G000552
1614,HSJU10,J000289
1615,HSJU10,R000610
1616,HSJU10,C001118
1617,HSJU10,A000377
1618,HSJU10,C001068
1619,HSJU10,R000606
1620,HSJU10,S001193
1621,HSJU10,S001205
1622,HSJU10,D000631
1623,HSJU10,G000587
1624,HSJU10,E000299
1625,HSJU10,J000032
1626,HSPW,G000546
1627,HSPW,Y000033
1628,HSPW,C001087
1629,HSPW,G000563
1630,HSPW,W000806
1631,HSPW,M001184
1632,HSPW,M001187
1633,HSPW,P000605
1634,HSPW,D000619
1635,HSPW,W000810
1636,HSPW,K000386
1637,HSPW,B001291
1638,HSPW,G000577
1639,HSPW,R000603
1640,HSPW,B001295
1641,HSPW,W000814
1642,HSPW,L000578
1643,HSPW,W000821
1644,HSPW,S001199
1645,HSPW,M001201
1646,HSPW,M001199
1647,HSPW,G000579
1648,HSPW,P000609
1649,HSPW,F000466
1650,HSPW,G000582
1651,HSPW,B001306
1652,HSPW,S001210
1653,HSPW,S001212
1654,HSPW,M001205
1655,HSPW,P000615
1656,HSPW,D000191
1657,HSPW,N000147
1658,HSPW,J000126
1659,HSPW,L000560
1660,HSPW,N000179
1661,HSPW,L000563
1662,HSPW,C001068
1663,HSPW,S001165
1664,HSPW,G000559
1665,HSPW,J000288
1666,HSPW,C001072
1667,HSPW,T000468
1668,HSPW,M001185
1669,HSPW,H001068
1670,HSPW,B001285
1671,HSPW,W000808
1672,HSPW,P000604
1673,HSPW,L000579
1674,HSPW,D000623
1675,HSPW,P000610
1676,HSPW,L000562
1677,HSPW,C001112
1678,HSPW,B001304
1679,HSPW,E000297
1680,HSPW,M001203
1681,HSPW,S001211
1682,HSPW,M001207
1683,HSPW,F000468
1684,HSPW,A000376
1685,HSPW,D000629
1686,HSPW,F000467
1687,HSPW,G000586
1688,HSPW,D000630
1689,HSPW,P000614
1690,HSPW,C001119
1691,HSPW,R000616
1692,HSPW02,W000821
1693,HSPW02,N000179
1694,HSPW02,M001207
1695,HSPW02,J000126
1696,HSPW02,G000559
1697,HSPW02,H001068
1698,HSPW02,L000579
1699,HSPW02,C001112
1700,HSPW02,E000297
1701,HSPW02,F000468
1702,HSPW02,F000467
1703,HSPW02,D000630
1704,HSPW02,P000614
1705,HSPW02,C001119
1706,HSPW02,R000616
1707,HSPW02,W000808
1708,HSPW02,L000562
1709,HSPW02,M001203
1710,HSPW02,D000191
1711,HSPW02,W000806
1712,HSPW02,M001184
1713,HSPW02,W000810
1714,HSPW02,B001291
1715,HSPW02,G000577
1716,HSPW02,R000603
1717,HSPW02,B001295
1718,HSPW02,W000814
1719,HSPW02,L000578
1720,HSPW02,M001199
1721,HSPW02,P000609
1722,HSPW02,G000582
1723,HSPW02,G000546
1724,HSPW05,G000577
1725,HSPW05,L000560
1726,HSPW05,C001072
1727,HSPW05,P000610
1728,HSPW05,L000562
1729,HSPW05,N000147
1730,HSPW05,L000563
1731,HSPW05,C001068
1732,HSPW05,J000288
1733,HSPW05,T000468
1734,HSPW05,B001285
1735,HSPW05,B001304
1736,HSPW05,S001211
1737,HSPW05,A000376
1738,HSPW05,G000586
1739,HSPW05,J000126
1740,HSPW05,M001185
1741,HSPW05,P000604
1742,HSPW05,D000629
1743,HSPW05,C001119
1744,HSPW05,N000179
1745,HSPW05,C001112
1746,HSPW05,D000191
1747,HSPW05,Y000033
1748,HSPW05,W000806
1749,HSPW05,M001184
1750,HSPW05,P000605
1751,HSPW05,W000810
1752,HSPW05,K000386
1753,HSPW05,R000603
1754,HSPW05,S001199
1755,HSPW05,M001201
1756,HSPW05,M001199
1757,HSPW05,G000579
1758,HSPW05,F000466
1759,HSPW05,B001306
1760,HSPW05,S001210
1761,HSPW05,S001212
1762,HSPW05,G000546
1763,HSPW07,G000563
1764,HSPW07,M001185
1765,HSPW07,L000560
1766,HSPW07,P000610
1767,HSPW07,G000559
1768,HSPW07,L000579
1769,HSPW07,B001304
1770,HSPW07,P000614
1771,HSPW07,D000191
1772,HSPW07,Y000033
1773,HSPW07,W000814
1774,HSPW07,M001199
1775,HSPW07,G000579
1776,HSPW07,M001205
1777,HSPW07,G000546
1778,HSPW12,D000619
1779,HSPW12,N000147
1780,HSPW12,J000126
1781,HSPW12,C001068
1782,HSPW12,G000559
1783,HSPW12,J000288
1784,HSPW12,H001068
1785,HSPW12,B001285
1786,HSPW12,W000808
1787,HSPW12,L000579
1788,HSPW12,D000623
1789,HSPW12,C001112
1790,HSPW12,B001304
1791,HSPW12,E000297
1792,HSPW12,M001203
1793,HSPW12,S001211
1794,HSPW12,A000376
1795,HSPW12,D000629
1796,HSPW12,F000467
1797,HSPW12,G000586
1798,HSPW12,D000630
1799,HSPW12,P000614
1800,HSPW12,C001119
1801,HSPW12,R000616
1802,HSPW12,N000179
1803,HSPW12,S001165
1804,HSPW12,M001185
1805,HSPW12,P000604
1806,HSPW12,L000563
1807,HSPW12,T000468
1808,HSPW12,P000610
1809,HSPW12,D000191
1810,HSPW12,Y000033
1811,HSPW12,C001087
1812,HSPW12,G000563
1813,HSPW12,W000806
1814,HSPW12,M001184
1815,HSPW12,M001187
1816,HSPW12,W000810
1817,HSPW12,K000386
1818,HSPW12,B001291
1819,HSPW12,R000603
1820,HSPW12,B001295
1821,HSPW12,L000578
1822,HSPW12,W000821
1823,HSPW12,S001199
1824,HSPW12,M001201
1825,HSPW12,G000579
1826,HSPW12,P000609
1827,HSPW12,F000466
1828,HSPW12,B001306
1829,HSPW12,S001210
1830,HSPW12,S001212
1831,HSPW12,M001205
1832,HSPW12,P000615
1833,HSPW12,G000546
1834,HSPW13,M001187
1835,HSPW13,T000468
1836,HSPW13,M001207
1837,HSPW13,D000629
1838,HSPW13,N000147
1839,HSPW13,J000288
1840,HSPW13,G000559
1841,HSPW13,B001304
1842,HSPW13,F000468
1843,HSPW13,D000191
1844,HSPW13,P000609
1845,HSPW13,G000582
1846,HSPW13,M001205
1847,HSPW13,P000615
1848,HSPW13,G000546
1849,HSPW14,C001087
1850,HSPW14,L000563
1851,HSPW14,S001165
1852,HSPW14,P000604
1853,HSPW14,F000468
1854,HSPW14,C001072
1855,HSPW14,W000808
1856,HSPW14,D000623
1857,HSPW14,L000562
1858,HSPW14,M001203
1859,HSPW14,N000179
1860,HSPW14,C001068
1861,HSPW14,G000586
1862,HSPW14,N000147
1863,HSPW14,J000126
1864,HSPW14,L000579
1865,HSPW14,A000376
1866,HSPW14,C001119
1867,HSPW14,D000191
1868,HSPW14,P000605
1869,HSPW14,D000619
1870,HSPW14,B001291
1871,HSPW14,B001295
1872,HSPW14,W000814
1873,HSPW14,L000578
1874,HSPW14,S001199
1875,HSPW14,M001201
1876,HSPW14,F000466
1877,HSPW14,B001306
1878,HSPW14,S001210
1879,HSPW14,S001212
1880,HSPW14,P000615
1881,HSPW14,G000546
1882,HSRU,M000312
1883,HSRU,H000324
1884,HSRU,T000474
1885,HSRU,P000593
1886,HSRU,R000606
1887,HSRU,S001205
1888,HSRU,M001206
1889,HSRU,S001206
1890,HSRU,D000623
1891,HSRU,C001053
1892,HSRU,W000810
1893,HSRU,B001248
1894,HSRU,L000589
1895,HSSM,C000266
1896,HSSM,R000600
1897,HSSM,K000388
1898,HSSM,B001306
1899,HSSM,H001082
1900,HSSM,H001088
1901,HSSM,S001212
1902,HSSM,B001309
1903,HSSM,S001210
1904,HSSM,J000302
1905,HSSM,V000081
1906,HSSM,F000467
1907,HSSM,G000592
1908,HSSM,K000394
1909,HSSM,C001121
1910,HSSM,D000629
1911,HSSM,C001080
1912,HSSM,V000131
1913,HSSM,E000296
1914,HSSM,S001190
1915,HSSM,E000297
1916,HSSM,D000630
1917,HSSM,H001085
1918,HSSM,C001119
1919,HSSM23,S001212
1920,HSSM23,G000592
1921,HSSM23,V000131
1922,HSSM23,H001088
1923,HSSM23,B001306
1924,HSSM23,C001080
1925,HSSM24,S001210
1926,HSSM24,C001080
1927,HSSM24,E000296
1928,HSSM24,K000388
1929,HSSM24,B001309
1930,HSSM24,C001119
1931,HSSM25,J000302
1932,HSSM25,F000467
1933,HSSM25,G000592
1934,HSSM25,C001121
1935,HSSM25,R000600
1936,HSSM25,K000388
1937,HSSM25,H001088
1938,HSSM25,C001119
1939,HSSM27,H001082
1940,HSSM27,K000394
1941,HSSM27,D000629
1942,HSSM27,S001190
1943,HSSM27,E000297
1944,HSSM27,D000630
1945,HSSM27,C001121
1946,HSSM27,S001210
1947,HSSM27,R000600
1948,HSSM27,S001212
1949,HSSO,M001158
1950,HSSO,R000601
1951,HSSO,H001065
1952,HSSO,W000813
1953,HSSO,G000591
1954,HSSO,D000610
1955,HSSO,M001188
1956,HSSO,W000826
1957,HSSO,P000616
1958,HSSO,B001304
1959,HSSY,L000491
1960,HSSY,B001274
1961,HSSY,P000599
1962,HSSY,W000814
1963,HSSY,B001291
1964,HSSY,B001302
1965,HSSY,M001198
1966,HSSY,N000190
1967,HSSY,C001115
1968,HSSY,B001306
1969,HSSY,O000168
1970,HSSY,G000588
1971,HSSY,W000823
1972,HSSY,B001307
1973,HSSY,H001056
1974,HSSY,G000582
1975,HSSY,J000126
1976,HSSY,L000397
1977,HSSY,L000563
1978,HSSY,B001278
1979,HSSY,B001287
1980,HSSY,L000588
1981,HSSY,F000468
1982,HSSY,S001215
1983,HSSY,H001083
1984,HSSY,S001207
1985,HSSY,S000344
1986,HSSY,C001068
1987,HSSY,M001166
1988,HSSY,P000593
1989,HSSY,T000469
1990,HSSY,F000454
1991,HSSY,B001292
1992,HSSY,C001111
1993,HSSY,C001117
1994,HSSY,H001087
1995,HSSY,M001209
1996,HSSY,W000825
1997,HSSY,R000607
1998,HSSY15,S001215
1999,HSSY15,L000563
2000,HSSY15,S001207
2001,HSSY15,S000344
2002,HSSY15,T000469
2003,HSSY15,M001209
2004,HSSY15,C001068
2005,HSSY15,F000454
2006,HSSY15,J000126
2007,HSSY15,B001307
2008,HSSY15,M001198
2009,HSSY15,B001306
2010,HSSY15,G000588
2011,HSSY15,L000491
2012,HSSY15,H001056
2013,HSSY16,H001083
2014,HSSY16,L000397
2015,HSSY16,B001287
2016,HSSY16,P000593
2017,HSSY16,B001292
2018,HSSY16,C001111
2019,HSSY16,H001087
2020,HSSY16,W000825
2021,HSSY16,J000126
2022,HSSY16,B001291
2023,HSSY16,B001274
2024,HSSY16,P000599
2025,HSSY16,O000168
2026,HSSY16,W000823
2027,HSSY16,L000491
2028,HSSY18,F000468
2029,HSSY18,B001278
2030,HSSY18,L000588
2031,HSSY18,T000469
2032,HSSY18,C001111
2033,HSSY18,C001117
2034,HSSY18,M001209
2035,HSSY18,B001292
2036,HSSY18,J000126
2037,HSSY18,M001198
2038,HSSY18,B001291
2039,HSSY18,G000588
2040,HSSY18,B001307
2041,HSSY18,L000491
2042,HSSY18,G000582
2043,HSSY20,L000588
2044,HSSY20,L000563
2045,HSSY20,F000468
2046,HSSY20,S001215
2047,HSSY20,H001083
2048,HSSY20,M001166
2049,HSSY20,F000454
2050,HSSY20,C001117
2051,HSSY20,J000126
2052,HSSY20,W000814
2053,HSSY20,B001302
2054,HSSY20,N000190
2055,HSSY20,C001115
2056,HSSY20,L000491
2057,HSSY21,S001207
2058,HSSY21,B001278
2059,HSSY21,C001068
2060,HSSY21,B001292
2061,HSSY21,W000825
2062,HSSY21,J000126
2063,HSSY21,N000190
2064,HSSY21,B001302
2065,HSSY21,W000823
2066,HSSY21,L000491
2067,HSVR,R000582
2068,HSVR,B001257
2069,HSVR,R000600
2070,HSVR,B001295
2071,HSVR,D000628
2072,HSVR,B001301
2073,HSVR,B001299
2074,HSVR,B001282
2075,HSVR,M001204
2076,HSVR,W000824
2077,HSVR,R000614
2078,HSVR,S001214
2079,HSVR,T000472
2080,HSVR,B001285
2081,HSVR,R000602
2082,HSVR,L000588
2083,HSVR,L000593
2084,HSVR,B001308
2085,HSVR,R000613
2086,HSVR,P000614
2087,HSVR,L000591
2088,HSVR,L000590
2089,HSVR,C001122
2090,HSVR,C001123
2091,HSVR,P000258
2092,HSVR,S001177
2093,HSVR,A000376
2094,HSVR,U000040
2095,HSVR03,D000628
2096,HSVR03,B001285
2097,HSVR03,L000588
2098,HSVR03,B001308
2099,HSVR03,L000593
2100,HSVR03,R000613
2101,HSVR03,C001123
2102,HSVR03,R000600
2103,HSVR03,B001282
2104,HSVR03,M001204
2105,HSVR03,S001214
2106,HSVR03,S001177
2107,HSVR08,B001301
2108,HSVR08,P000614
2109,HSVR08,R000602
2110,HSVR08,R000613
2111,HSVR08,C001123
2112,HSVR08,P000258
2113,HSVR08,R000600
2114,HSVR08,B001295
2115,HSVR08,R000614
2116,HSVR09,B001295
2117,HSVR09,L000591
2118,HSVR09,C001123
2119,HSVR09,S001177
2120,HSVR09,A000376
2121,HSVR09,U000040
2122,HSVR09,B001257
2123,HSVR09,W000824
2124,HSVR09,S001214
2125,HSVR10,B001257
2126,HSVR10,L000593
2127,HSVR10,R000602
2128,HSVR10,B001308
2129,HSVR10,P000614
2130,HSVR10,L000591
2131,HSVR10,L000590
2132,HSVR10,C001122
2133,HSVR10,B001301
2134,HSVR10,B001299
2135,HSVR10,B001282
2136,HSVR10,M001204
2137,HSVR11,B001299
2138,HSVR11,L000590
2139,HSVR11,B001285
2140,HSVR11,L000588
2141,HSVR11,C001122
2142,HSVR11,W000824
2143,HSVR11,R000614
2144,HSWM,B000755
2145,HSWM,N000181
2146,HSWM,B001260
2147,HSWM,S001172
2148,HSWM,M001158
2149,HSWM,R000585
2150,HSWM,K000376
2151,HSWM,H001065
2152,HSWM,S001195
2153,HSWM,R000597
2154,HSWM,S001183
2155,HSWM,W000813
2156,HSWM,L000585
2157,HSWM,W000815
2158,HSWM,A000375
2159,HSWM,F000465
2160,HSWM,E000298
2161,HSWM,N000015
2162,HSWM,L000287
2163,HSWM,D000399
2164,HSWM,T000460
2165,HSWM,L000557
2166,HSWM,B000574
2167,HSWM,K000188
2168,HSWM,P000096
2169,HSWM,D000096
2170,HSWM,S001156
2171,HSWM,H001038
2172,HSWM,S001185
2173,HSWM,D000617
2174,HSWM,C001080
2175,HSWM,M001160
2176,HSWM,K000380
2177,HSWM,B001296
2178,HSWM,B001292
2179,HSWM,E000296
2180,HSWM,S001190
2181,HSWM,S001201
2182,HSWM,P000613
2183,HSWM,M001202
2184,HSWM,G000585
2185,HSWM,H001066
2186,HSWM01,R000585
2187,HSWM01,A000375
2188,HSWM01,F000465
2189,HSWM01,E000298
2190,HSWM01,L000557
2191,HSWM01,P000096
2192,HSWM01,S001156
2193,HSWM01,H001038
2194,HSWM01,K000380
2195,HSWM01,B001296
2196,HSWM01,S001190
2197,HSWM02,N000181
2198,HSWM02,B001260
2199,HSWM02,S001172
2200,HSWM02,M001158
2201,HSWM02,R000585
2202,HSWM02,K000376
2203,HSWM02,H001065
2204,HSWM02,D000399
2205,HSWM02,T000460
2206,HSWM02,B000574
2207,HSWM02,K000188
2208,HSWM02,H001038
2209,HSWM02,S001185
2210,HSWM02,C001080
2211,HSWM02,E000296
2212,HSWM02,S001190
2213,HSWM02,G000585
2214,HSWM02,H001066
2215,HSWM03,W000813
2216,HSWM03,W000815
2217,HSWM03,E000298
2218,HSWM03,D000096
2219,HSWM03,C001080
2220,HSWM03,S001185
2221,HSWM03,M001160
2222,HSWM03,E000296
2223,HSWM03,M001202
2224,HSWM03,G000585
2225,HSWM03,R000585
2226,HSWM04,B001260
2227,HSWM04,N000181
2228,HSWM04,H001065
2229,HSWM04,R000597
2230,HSWM04,M001158
2231,HSWM04,S001195
2232,HSWM04,S001183
2233,HSWM04,B000574
2234,HSWM04,P000096
2235,HSWM04,K000188
2236,HSWM04,D000096
2237,HSWM04,H001038
2238,HSWM04,S001185
2239,HSWM04,D000617
2240,HSWM04,B001292
2241,HSWM04,K000380
2242,HSWM04,P000613
2243,HSWM04,M001202
2244,HSWM05,S001172
2245,HSWM05,R000597
2246,HSWM05,S001183
2247,HSWM05,L000585
2248,HSWM05,A000375
2249,HSWM05,F000465
2250,HSWM05,T000460
2251,HSWM05,D000399
2252,HSWM05,L000557
2253,HSWM05,S001156
2254,HSWM05,D000617
2255,HSWM05,M001160
2256,HSWM05,B001296
2257,HSWM05,B001292
2258,HSWM05,S001201
2259,HSWM06,K000376
2260,HSWM06,W000813
2261,HSWM06,L000585
2262,HSWM06,W000815
2263,HSWM06,L000287
2264,HSWM06,S001156
2265,HSWM06,D000617
2266,HSWM06,C001080
2267,HSWM06,M001160
2268,HSWM06,B001296
2269,HSWM06,S001201
2270,JCSE,W000437
2271,JCSE,B001236
2272,JCSE,G000562
2273,JCSE,R000595
2274,JCSE,T000476
2275,JCSE,C000141
2276,JCSE,W000802
2277,JCSE,U000039
2278,JCSE,S001181
2279,JSEC,L000577
2280,JSEC,C001095
2281,JSEC,S001197
2282,JSEC,P000449
2283,JSEC,C001075
2284,JSEC,C001098
2285,JSEC,H001046
2286,JSEC,K000367
2287,JSEC,P000595
2288,JSEC,H001076
2289,JSLC,B000575
2290,JSLC,R000307
2291,JSLC,S000320
2292,JSLC,K000367
2293,JSLC,L000174
2294,JSPR,B000575
2295,JSPR,R000307
2296,JSPR,W000437
2297,JSPR,K000367
2298,JSPR,U000039
2299,JSTX,G000386
2300,JSTX,C000880
2301,JSTX,E000285
2302,JSTX,W000779
2303,JSTX,S000770
2304,SCNC,C001056
2305,SCNC,G000386
2306,SCNC,R000584
2307,SCNC,P000612
2308,SCNC,F000062
2309,SCNC,W000802
2310,SCNC,R000608
